ano,mes,bioma,psn_g_c_m2_planilha,ida_planilha,et_mm_planilha,precip_mm_planilha,lst_dia_c_planilha,area_queimada_ha_planilha,psn_g_c_m2_gee,et_mm_gee,pet_mm,ida_gee,lst_dia_c_gee,precip_mm_gee,precip_v06_mm,area_queimada_ha_gee,oni
2014,6,Cerrado,117.1547,0.3687,68.3591,2.33,30.0725,11250,116.423,64.5974,172.3646,0.3748,29.965,1.8773,2.3179,11925,0.22
2014,6,Caatinga,88.9482,0.2592,46.1363,16.83,30.59,100,88.4822,44.2776,171.2638,0.2585,29.5892,17.7409,16.3919,125,0.22
2015,6,Mata Atlântica,122.9391,0.6674,102.5137,166.74,25.185,1925,123.2206,96.6915,141.1779,0.6849,24.2308,149.8147,169.026,725,1.19
2015,6,Cerrado,122.178,0.4315,75.7157,1.58,29.7975,9200,122.4541,71.6042,161.9523,0.4421,29.6091,1.9814,1.5803,10000,1.19
2015,6,Caatinga,92.4812,0.3407,54.1759,41.79,30.34,525,92.2408,53.245,160.4178,0.3319,28.6525,38.4067,40.7891,475,1.19
2016,6,Mata Atlântica,99.0292,0.5257,81.7736,52.39,27.8275,975,99.5596,76.8554,140.0084,0.5489,26.9005,49.7792,53.4648,1375,0.09
2016,6,Cerrado,68.4483,0.1996,39.3956,4.38,31.3225,19475,68.3225,37.7331,185.6417,0.2033,31.3042,3.803,4.4314,19725,0.09
2016,6,Caatinga,69.5611,0.2216,40.3299,14.14,31.05,100,69.5138,38.7157,175.2312,0.2209,30.4338,14.6752,13.7689,100,0.09
2017,6,Mata Atlântica,127.4372,0.6099,101.5652,91.68,25.8725,0,127.9068,95.279,150.2562,0.6341,25.0049,85.7122,93.4345,0,0.32
2017,6,Cerrado,98.1813,0.2384,48.0004,1.11,31.03,7125,97.8212,45.5155,187.8791,0.2423,31.0016,1.1302,1.1296,6825,0.32
2017,6,Caatinga,77.1314,0.2194,37.4143,25.19,31.6075,0,76.857,37.0316,174.8527,0.2118,30.2936,25.6471,24.6345,0,0.32
2018,6,Mata Atlântica,131.0922,0.6436,100.6346,93.62,25.3325,0,131.8158,95.8664,145.627,0.6583,24.1388,85.204,94.7292,0,0.13
2018,6,Cerrado,118.8473,0.3415,62.6245,2.17,30.53,6500,118.4909,59.2636,169.696,0.3492,30.4869,2.5111,2.1996,6850,0.13
2018,6,Caatinga,91.2363,0.2631,44.9239,30.03,30.725,1175,90.9069,43.7168,168.7262,0.2591,29.3319,28.4995,29.4313,1375,0.13
2019,6,Mata Atlântica,125.2465,0.6189,100.3922,86.22,26.14,1325,125.4611,93.7121,146.2167,0.6409,25.4183,83.6058,87.2943,1200,0.59
2019,6,Cerrado,127.3459,0.3724,68.9171,1.14,30.02,4650,126.6644,64.7427,170.4504,0.3798,29.9515,1.3642,1.13,4800,0.59
2019,6,Caatinga,96.8487,0.2851,49.7532,33.97,30.775,1650,96.1937,47.5003,167.9286,0.2829,29.616,32.8179,33.3595,1550,0.59
2020,6,Mata Atlântica,140.8681,0.6836,113.6095,75.66,24.5562,3025,141.6425,105.7798,150.2039,0.7042,24.5829,67.99,76.2933,2825,-0.18
2020,6,Cerrado,151.0899,0.5127,92.9946,2.39,28.3199,13250,151.1364,87.0021,165.1354,0.5269,28.3411,2.2825,2.3928,12950,-0.18
2020,6,Caatinga,138.3108,0.4662,83.9102,37.16,26.7508,475,138.295,80.4805,167.7947,0.4796,26.7673,36.9414,36.5162,425,-0.18
2001,7,Mata Atlântica,134.5885,0.5852,82.3936,95.78,24.3424,0,135.6736,85.7563,146.7145,0.5845,24.328,98.0038,97.9848,0,-0.05
2001,7,Cerrado,58.7605,0.1252,27.9563,2.25,30.3779,65850,58.6063,26.8873,213.5746,0.1259,30.3744,1.2408,2.2263,66625,-0.05
2001,7,Caatinga,75.4298,0.2055,33.6451,21.09,29.5154,2950,75.5775,35.157,186.0688,0.1889,29.5065,20.2604,20.5462,2725,-0.05
2002,7,Mata Atlântica,134.2708,0.5684,87.654,81.25,24.3028,0,135.3717,86.5657,149.6473,0.5785,24.2932,92.1234,83.0907,25,0.57
2002,7,Cerrado,41.4363,0.1125,25.0067,4.06,31.8024,62475,41.3217,24.1304,215.04,0.1122,31.8146,2.5576,4.0743,64250,0.57
2002,7,Caatinga,68.5914,0.1794,33.1021,18.68,30.5109,1550,68.6364,32.6079,192.2867,0.1696,30.5025,17.8144,18.3807,1550,0.57
2003,7,Mata Atlântica,132.5619,0.5506,86.155,89.8925,25.1225,1150,133.6005,82.4541,144.8804,0.5691,24.2665,101.1066,91.3804,1150,0.09
2003,7,Cerrado,79.232,0.1562,32.9614,0.8473,29.665,36725,79.0959,31.6434,200.829,0.1576,30.3781,0.3633,0.8465,37475,0.09
2003,7,Caatinga,84.5967,0.2148,37.6721,26.59,30.745,2075,84.6741,37.0995,179.9911,0.2061,28.9359,26.4241,26.0741,2225,0.09
2004,7,Mata Atlântica,143.4824,0.6386,95.2101,75.22,23.4475,0,144.3252,91.6806,141.475,0.648,22.9715,83.1299,77.1199,0,0.39
2004,7,Cerrado,97.0129,0.2256,44.9097,0.59,28.97,31950,96.7911,42.9536,188.236,0.2282,28.8779,0.4369,0.59,32325,0.39
2004,7,Caatinga,97.3043,0.2684,46.9683,16.31,28.885,1450,97.1158,45.4975,174.7784,0.2603,28.0109,14.4297,15.9157,1575,0.39
2005,7,Mata Atlântica,145.9437,0.6212,99.1113,65.81,24.6825,25,146.6827,91.941,143.7704,0.6395,23.9813,90.2519,66.6419,75,-0.04
2005,7,Cerrado,111.3333,0.2552,50.7619,1.1,29.4397,26175,111.0503,48.402,186.092,0.2601,29.4189,0.3746,1.0913,27800,-0.04
2005,7,Caatinga,104.585,0.3017,53.4464,24.01,29.25,3325,104.3517,51.1071,173.6808,0.2943,27.9058,26.5137,23.5879,3600,-0.04
2006,7,Mata Atlântica,152.0145,0.6042,99.1435,37.38,24.8075,1225,152.9707,91.374,145.8917,0.6263,24.3641,64.3593,38.1929,1200,0.12
2006,7,Cerrado,111.7837,0.2845,54.7335,0.3,29.435,39350,111.4647,52.0647,178.8833,0.2911,29.4178,0.1371,0.3052,41825,0.12
2006,7,Caatinga,113.7655,0.316,56.822,17.22,28.5125,2175,113.4803,53.6627,170.7862,0.3142,27.7782,22.7504,16.9804,2125,0.12
2007,7,Mata Atlântica,127.5693,0.5326,83.6732,40.65,25.8075,2300,128.3708,79.1056,146.7535,0.539,24.6128,64.8066,41.1854,2425,-0.49
2007,7,Cerrado,64.7132,0.1428,30.0971,0.6,31.5625,220450,64.4561,28.8422,200.4169,0.1439,31.5399,0.1921,0.6083,227975,-0.49
2007,7,Caatinga,78.2778,0.2091,36.5097,16.17,30.54,4850,78.0823,35.3531,181.2584,0.195,29.144,17.5344,15.848,5200,-0.49
2008,7,Mata Atlântica,138.9429,0.5448,89.4035,46.14,25.25,4425,139.6319,83.3381,146.931,0.5672,24.4061,70.8754,47.0281,4425,-0.33
2008,7,Cerrado,93.8159,0.1873,38.7735,0.61,30.2675,43650,93.473,36.9958,193.8714,0.1908,30.2344,0.1871,0.6176,44550,-0.33
2008,7,Caatinga,96.6761,0.2366,43.7655,17.48,29.2025,175,96.2649,41.581,176.9362,0.235,28.4476,20.0953,17.222,175,-0.33
2009,7,Mata Atlântica,152.0938,0.6194,105.1552,50.4,25.4125,925,153.0417,97.9647,153.7203,0.6373,24.7065,75.427,51.2477,1050,0.5
2009,7,Cerrado,129.2052,0.3575,69.8849,0.72,30.57,18525,128.5139,65.9602,180.9646,0.3645,30.5391,0.4908,0.7194,18475,0.5
2009,7,Caatinga,110.506,0.3076,56.7781,17.13,30.0375,500,110.0889,53.8317,174.8797,0.3078,28.6613,18.8849,16.8403,800,0.5
2010,7,Mata Atlântica,133.8174,0.6018,90.5718,116.5,24.53,575,134.824,88.9923,144.8396,0.6144,23.3895,153.4195,117.3746,500,-0.98
2010,7,Cerrado,105.9176,0.2563,50.134,3.06,30.1625,91275,105.7176,47.9063,184.7148,0.2594,30.0439,1.2965,3.0953,93575,-0.98
2010,7,Caatinga,90.2814,0.2509,43.9183,46.03,29.8475,2775,90.3302,43.0673,177.0306,0.2433,27.9556,42.6075,45.2521,3075,-0.98
2011,7,Mata Atlântica,132.6612,0.5503,89.1293,33.42,25.7925,1350,133.5231,84.0935,146.9962,0.5721,24.8101,35.5846,33.923,1200,-0.37
2011,7,Cerrado,111.0923,0.2703,53.138,0.58,30.985,50250,111.042,50.8243,183.3254,0.2772,30.9328,0.9428,0.6139,53050,-0.37
2011,7,Caatinga,82.4741,0.2033,37.3944,14.26,30.6975,2400,82.3642,36.0231,177.9282,0.2025,30.0273,16.4404,14.0574,2350,-0.37
2012,7,Mata Atlântica,130.6114,0.5371,88.6466,46.74,25.2675,2675,131.4271,82.8212,147.9972,0.5596,24.3694,47.0412,47.6337,2475,0.28
2012,7,Cerrado,71.4069,0.1413,30.5545,0.56,31.9025,136450,71.1223,29.2584,205.3691,0.1425,31.8575,0.5921,0.557,139275,0.28
2012,7,Caatinga,65.3894,0.1488,26.9379,12.67,31.87,2525,65.176,26.3061,182.2759,0.1443,30.3136,12.8536,12.3573,2375,0.28
2013,7,Mata Atlântica,136.4032,0.6007,98.9446,99.58,25.8925,4275,137.0336,92.7567,149.788,0.6193,24.922,91.3063,100.966,3675,-0.45
2013,7,Cerrado,83.2389,0.1952,40.5365,1.0,32.125,19450,82.8257,38.7293,196.7033,0.1969,32.0895,1.1722,1.0177,19675,-0.45
2013,7,Caatinga,73.2263,0.1987,35.7336,33.14,32.12,1700,72.9292,34.6277,179.952,0.1924,30.6513,31.9657,32.6443,1200,-0.45
2014,7,Mata Atlântica,130.0969,0.6006,91.3311,122.74,25.4925,0,130.7382,88.7162,144.621,0.6134,24.0776,117.8471,124.1891,0,0.07
2014,7,Cerrado,95.4317,0.265,50.2398,0.28,30.8725,14525,95.0226,48.0793,179.7517,0.2675,30.7401,0.5732,0.3005,14475,0.07
2014,7,Caatinga,77.0165,0.2229,38.4097,32.73,31.3575,1100,76.7931,37.9528,177.7881,0.2135,29.4221,30.38,31.9242,1325,0.07
2015,7,Mata Atlântica,136.122,0.628,98.6724,76.51,25.2125,900,136.5133,94.6463,147.2145,0.6429,24.228,73.1869,77.2163,825,1.44
2015,7,Cerrado,99.1457,0.2664,50.8106,0.59,31.3825,20525,99.4073,48.702,179.2406,0.2717,31.2248,0.6272,0.5954,20375,1.44
2015,7,Caatinga,85.5256,0.2508,43.6724,26.82,31.49,825,85.4579,42.8806,176.8637,0.2424,29.6479,24.4192,26.2069,1225,1.44
2016,7,Mata Atlântica,127.4579,0.5508,87.917,58.05,26.99,125,128.0572,83.1351,146.4629,0.5676,25.6911,55.5769,58.9622,200,-0.19
2016,7,Cerrado,64.2507,0.1371,29.4594,0.42,32.9125,15725,64.0901,28.224,203.2872,0.1388,32.8994,0.7078,0.427,16325,-0.19
2016,7,Caatinga,75.075,0.1839,34.7738,9.96,31.55,850,74.9347,33.3423,184.2054,0.181,30.3833,10.0717,9.6579,775,-0.19
2017,7,Mata Atlântica,127.0809,0.5932,88.1033,117.86,23.6825,675,127.5524,84.8144,139.4873,0.608,22.8579,92.7039,119.2009,625,0.14
2017,7,Cerrado,95.8861,0.1772,36.0696,2.4,30.215,6700,95.5835,34.445,191.4938,0.1799,30.0942,5.2094,2.3526,6600,0.14
2017,7,Caatinga,80.7345,0.1961,34.1794,34.12,30.195,1550,80.2979,33.1747,178.0385,0.1863,28.4539,32.2198,33.2932,2750,0.14
2018,7,Mata Atlântica,145.2983,0.5796,99.9159,43.24,25.2775,1300,145.919,92.5498,153.8243,0.6017,24.2939,43.7239,44.0899,1375,0.2
2018,7,Cerrado,95.9093,0.2018,40.7077,0.21,32.0625,5575,95.5915,38.7985,189.2872,0.205,31.9926,0.2803,0.2156,5625,0.2
2018,7,Caatinga,76.0308,0.1694,31.4358,6.02,31.8,1150,75.6141,30.1032,183.836,0.1638,30.5151,7.1733,5.7796,950,0.2
2019,7,Mata Atlântica,127.589,0.5794,95.729,74.23,25.7925,25,128.1361,88.7246,147.2011,0.6027,25.0194,76.1962,75.1536,50,0.38
2019,7,Cerrado,98.8926,0.2255,45.4329,0.68,31.6425,17150,98.3228,43.102,189.2934,0.2277,31.5525,0.9154,0.6905,17475,0.38
2019,7,Caatinga,82.9095,0.2174,40.6749,27.66,31.47,1325,82.389,38.4937,181.9362,0.2116,30.4051,26.6562,27.0372,1300,0.38
2020,7,Mata Atlântica,153.6151,0.6412,107.949,57.78,23.8869,2450,154.5303,100.8565,152.1515,0.6629,23.8928,57.5719,58.2212,0,-0.29
2020,7,Cerrado,129.2939,0.3488,65.1842,1.43,29.5758,14775,129.3433,61.8504,172.7211,0.3581,29.5623,0.7129,1.424,14500,-0.29
2020,7,Caatinga,115.4155,0.3245,59.3676,32.56,27.3601,2875,115.4159,56.5389,172.0321,0.3287,27.3423,32.7692,31.9311,2725,-0.29
2001,8,Mata Atlântica,140.5,0.5709,76.1151,92.31,24.6298,0,141.8455,88.304,163.6012,0.5398,24.6058,97.0701,93.8136,0,-0.13
2001,8,Cerrado,50.8428,0.1116,26.9267,1.17,33.2303,241100,50.8249,26.1078,232.1966,0.1124,33.2247,1.2968,1.1793,248350,-0.13
2001,8,Caatinga,70.8298,0.1904,31.1587,25.71,31.26,22925,71.1243,34.2609,203.963,0.168,31.2375,24.53,25.1118,22675,-0.13
2002,8,Mata Atlântica,133.5572,0.5114,86.9665,77.02,25.3027,47400,134.7345,86.5247,167.6365,0.5161,25.2747,82.1849,78.3672,200,0.63
2002,8,Cerrado,40.3546,0.0944,23.1854,1.34,34.2283,375725,40.3063,22.512,237.5869,0.0948,34.301,0.7138,1.3487,386325,0.63
2002,8,Caatinga,62.0458,0.1418,29.236,16.89,31.9905,10375,62.229,28.8733,213.2429,0.1354,32.0071,16.8899,16.5126,10075,0.63
2003,8,Mata Atlântica,139.4921,0.5512,87.3522,79.1887,27.75,975,140.7141,90.9344,164.2507,0.5536,25.8959,85.4851,80.481,700,0.14
2003,8,Cerrado,48.1191,0.1227,28.217,17.6373,33.8775,73750,48.0696,27.3217,221.4291,0.1234,33.8041,17.8772,17.4933,73900,0.14
2003,8,Caatinga,66.4253,0.1722,32.6841,25.54,34.0975,4550,66.5686,33.2729,207.7608,0.1601,32.4844,22.603,25.2515,4525,0.14
2004,8,Mata Atlântica,159.9698,0.5353,98.2636,30.69,27.375,1075,161.0631,92.4542,168.8794,0.5475,26.2233,31.8421,31.6869,1025,0.54
2004,8,Cerrado,66.0485,0.1396,32.862,1.26,33.4725,135300,65.9144,31.5557,226.0793,0.1396,33.4289,5.0166,1.2998,137900,0.54
2004,8,Caatinga,76.2025,0.1747,36.0498,8.12,32.5425,12050,76.11,34.7832,207.1121,0.1679,31.8781,7.4095,7.9641,11850,0.54
2005,8,Mata Atlântica,152.3595,0.5514,94.1148,66.74,26.37,600,153.4524,95.6344,172.763,0.5536,24.7206,83.6879,67.8681,575,-0.14
2005,8,Cerrado,74.648,0.154,36.979,1.046,33.2095,111050,74.434,35.4401,227.951,0.1555,33.2056,0.469,1.066,115975,-0.14
2005,8,Caatinga,83.343,0.2007,40.545,23.07,32.6225,8125,83.1827,39.7504,207.4345,0.1916,30.7955,20.1756,22.7077,8300,-0.14
2006,8,Mata Atlântica,156.428,0.5181,97.3404,39.79,27.6,2925,157.5334,92.5273,173.5913,0.533,26.297,57.4809,40.368,2475,0.33
2006,8,Cerrado,84.0617,0.1704,40.561,1.21,33.37,166675,83.8739,38.8772,224.1357,0.1735,33.3399,1.4837,1.1478,171275,0.33
2006,8,Caatinga,87.4526,0.1981,41.9257,11.57,32.455,10025,87.2618,40.04,207.405,0.1931,31.3454,11.9855,11.4578,9975,0.33
2007,8,Mata Atlântica,138.1644,0.5132,83.3612,40.66,26.84,1025,139.1782,81.8091,169.4,0.4829,25.1756,68.2839,41.269,900,-0.77
2007,8,Cerrado,59.9435,0.1137,26.125,1.32,33.945,683775,59.6782,25.0627,232.4422,0.1078,33.9098,0.353,1.3413,694400,-0.77
2007,8,Caatinga,77.0992,0.1727,33.0087,14.5,32.435,31950,76.883,32.2557,207.3882,0.1555,30.7508,16.3377,14.2542,33150,-0.77
2008,8,Mata Atlântica,139.051,0.4556,85.6731,23.87,28.095,2575,139.9829,81.5262,173.0674,0.4711,26.3615,47.7714,24.3177,2300,-0.2
2008,8,Cerrado,62.1248,0.1229,29.8596,0.44,33.9425,115550,61.8573,28.5477,229.9839,0.1241,33.9119,0.2945,0.4486,123050,-0.2
2008,8,Caatinga,73.6082,0.1597,33.2073,10.93,32.875,5475,73.2695,32.2783,208.4599,0.1548,31.49,12.3314,10.8142,5400,-0.2
2009,8,Mata Atlântica,150.0208,0.538,98.1063,66.2,27.94,275,150.9963,94.8971,173.144,0.5481,25.9186,78.4085,67.4804,250,0.56
2009,8,Cerrado,101.8558,0.2258,51.4736,2.88,33.705,38700,101.3507,49.028,214.0451,0.2291,33.6729,1.3206,2.8615,38025,0.56
2009,8,Caatinga,85.9998,0.2076,42.0878,17.44,33.2475,1725,85.5744,41.0512,203.6396,0.2016,32.0516,16.4175,17.0693,1600,0.56
2010,8,Mata Atlântica,145.5178,0.507,90.4319,40.47,27.1675,575,146.7083,87.2893,167.2546,0.5219,25.7112,49.3977,40.9702,825,-1.24
2010,8,Cerrado,84.3884,0.1546,36.0586,0.87,33.4725,391300,84.1953,34.6356,221.0771,0.1567,33.446,0.2835,0.8794,400425,-1.24
2010,8,Caatinga,84.5552,0.1897,38.7393,13.17,32.22,12900,84.4895,37.5241,205.4648,0.1826,30.9541,12.021,12.8671,13850,-1.24
2011,8,Mata Atlântica,148.1829,0.4825,92.3021,21.15,27.735,5025,149.2232,87.1525,174.7983,0.4986,26.3133,21.6275,21.5354,4750,-0.5
2011,8,Cerrado,86.1671,0.165,39.1609,0.5,34.7025,172925,86.0516,37.6501,223.2097,0.1687,34.6812,0.3969,0.53,174250,-0.5
2011,8,Caatinga,69.5393,0.1416,30.2845,8.59,33.4175,11025,69.4502,29.2812,210.599,0.139,32.6586,8.6208,8.4512,11175,-0.5
2012,8,Mata Atlântica,139.7119,0.4754,87.4194,91.18,26.5275,300,140.6581,83.2657,169.8909,0.4901,24.9599,83.0823,92.5753,325,0.39
2012,8,Cerrado,61.6063,0.1052,25.6223,1.05,34.315,311000,61.3829,24.5875,232.3239,0.1058,34.2736,1.6669,1.0681,319125,0.39
2012,8,Caatinga,64.3662,0.1291,26.2507,19.76,33.27,8775,64.125,25.7721,205.9448,0.1251,31.6686,18.7399,19.2318,9475,0.39
2013,8,Mata Atlântica,147.1414,0.5608,99.0186,99.93,27.55,900,148.1786,97.2526,170.4584,0.5705,25.785,100.6029,101.5488,850,-0.34
2013,8,Cerrado,65.3884,0.1343,31.7046,0.85,34.5625,42225,65.065,30.3664,224.647,0.1352,34.4996,1.3803,0.8717,41900,-0.34
2013,8,Caatinga,68.8053,0.1681,33.7944,20.19,34.3425,1100,68.545,33.2179,206.4007,0.1609,32.6798,20.2414,19.6647,1325,-0.34
2014,8,Mata Atlântica,148.8024,0.5007,95.7068,40.13,27.5225,500,149.994,91.777,176.4571,0.5201,26.1676,36.3326,40.8424,550,0.07
2014,8,Cerrado,72.2344,0.1334,32.1696,0.36,35.22,39350,72.1173,30.9449,228.0509,0.1357,35.0947,0.2483,0.375,41375,0.07
2014,8,Caatinga,70.5578,0.1577,33.5715,11.64,33.7,5475,70.5425,32.673,211.7269,0.1543,32.1818,10.8737,11.3369,6600,0.07
2015,8,Mata Atlântica,150.4823,0.5411,103.1437,68.7,27.2475,2300,150.8703,97.3028,174.145,0.5587,25.9386,63.5075,68.8629,2475,1.73
2015,8,Cerrado,72.2481,0.1385,32.9872,0.64,35.3875,42600,72.2951,31.7694,224.6384,0.1414,35.2632,1.0223,0.6558,43475,1.73
2015,8,Caatinga,71.3619,0.1657,35.4032,22.62,33.89,18550,71.2493,34.1076,211.8121,0.161,32.7383,19.8449,22.087,18450,1.73
2016,8,Mata Atlântica,135.9674,0.4897,88.0955,59.02,29.215,325,136.6128,85.623,171.1305,0.5003,27.1197,52.9364,59.7633,425,-0.34
2016,8,Cerrado,37.3717,0.09,22.1237,1.5,36.63,51550,37.2234,21.3073,234.9578,0.0907,36.6177,1.6028,1.5208,64550,-0.34
2016,8,Caatinga,59.15,0.1377,28.9743,15.52,34.6825,17200,59.0244,28.081,211.2105,0.133,33.9042,14.1392,15.1777,17325,-0.34
2017,8,Mata Atlântica,149.1892,0.5236,97.1595,38.85,26.325,1825,149.984,92.2802,171.6106,0.5377,25.2863,32.6496,39.8034,1725,-0.07
2017,8,Cerrado,54.0188,0.1012,24.8205,0.46,35.96,60275,53.6807,23.7101,233.188,0.1017,35.9587,0.9394,0.4646,66300,-0.07
2017,8,Caatinga,63.8143,0.1381,28.1127,7.64,34.59,7650,63.3974,27.4145,213.3234,0.1285,33.3519,7.8202,7.4279,7300,-0.07
2018,8,Mata Atlântica,133.9301,0.5051,91.8734,36.26,28.3875,475,134.5931,89.8357,175.121,0.513,26.2973,35.1313,37.0642,600,0.3
2018,8,Cerrado,65.5493,0.1497,34.5544,8.14,35.5425,23475,65.06,32.9635,218.91,0.1506,35.5499,8.6812,8.2735,25650,0.3
2018,8,Caatinga,55.3436,0.1225,25.9797,8.15,35.0225,8700,54.8709,24.8875,213.1772,0.1167,34.2323,7.9646,7.9562,8575,0.3
2019,8,Mata Atlântica,151.0641,0.5689,98.3565,81.17,27.0675,475,151.6691,97.114,170.7045,0.5689,25.6124,74.0592,82.2589,525,0.2
2019,8,Cerrado,78.7859,0.1623,37.2275,1.96,34.7325,58150,78.1691,35.4446,216.6789,0.1636,34.7165,1.7621,1.94,58450,0.2
2019,8,Caatinga,75.6399,0.1788,35.981,23.01,33.795,5125,74.9706,34.9856,207.7682,0.1684,31.955,22.0903,22.5032,5250,0.2
2020,8,Mata Atlântica,159.6761,0.5903,101.378,59.25,24.362,1550,160.7843,101.8861,170.8631,0.5963,24.4373,53.5079,60.3653,1225,-0.43
2020,8,Cerrado,100.5396,0.2123,48.1832,0.97,33.7188,48775,100.5695,46.1568,212.6598,0.217,33.6396,1.0384,0.9743,47600,-0.43
2020,8,Caatinga,94.5333,0.2417,45.7731,18.03,30.276,4600,94.5368,46.6268,204.2588,0.2283,30.2418,19.4725,17.663,4525,-0.43
2001,9,Mata Atlântica,148.309,0.5063,85.5576,75.96,29.018,0,149.9371,97.49,200.3869,0.4865,28.9842,80.5761,77.5754,0,-0.15
2001,9,Cerrado,3.5982,0.0596,16.4452,13.86,38.322,481900,3.4221,16.1168,269.3919,0.0598,38.3086,13.6302,14.2001,484100,-0.15
2001,9,Caatinga,49.1858,0.1203,27.1705,81.6,36.9442,40975,49.5002,27.7706,243.8408,0.1139,36.9353,20.8178,21.5033,41025,-0.15
2002,9,Mata Atlântica,153.3703,0.4892,100.7991,111.77,27.5769,1675,154.9625,100.0989,201.405,0.497,27.5314,113.3786,113.9128,1575,0.78
2002,9,Cerrado,25.8219,0.0944,24.6209,45.84,37.1346,688125,25.7902,24.0829,250.6882,0.0961,37.1175,35.248,46.571,695250,0.78
2002,9,Caatinga,56.0487,0.132,31.6723,43.18,36.0341,52900,56.2908,31.1252,238.7312,0.1304,36.0124,38.678,43.2544,53425,0.78
2003,9,Mata Atlântica,149.3302,0.481,99.4373,69.8455,31.43,9150,150.7346,98.0161,199.5407,0.4912,28.5452,71.5631,71.224,9450,0.23
2003,9,Cerrado,29.1111,0.0999,26.1562,10.4714,37.76,292925,29.0331,25.4112,251.8735,0.1009,37.7312,16.3715,10.6475,295950,0.23
2003,9,Caatinga,55.0721,0.1245,28.8681,16.61,37.535,47450,55.2542,28.6766,238.6892,0.1201,36.3864,16.9176,16.3479,42400,0.23
2004,9,Mata Atlântica,154.0969,0.4138,87.0741,28.34,30.955,2350,155.4196,85.4719,202.992,0.4211,29.05,25.7191,28.9395,3025,0.58
2004,9,Cerrado,34.4751,0.1046,27.9592,3.9,37.58,421875,34.365,26.9462,256.7623,0.1049,37.5563,0.7953,3.9072,425650,0.58
2004,9,Caatinga,58.7777,0.1188,27.8229,6.51,36.005,41525,58.8247,27.1062,239.6865,0.1131,34.7306,6.0298,6.3845,42350,0.58
2005,9,Mata Atlântica,150.9853,0.4991,90.8353,39.19,29.565,1625,152.1399,98.6851,203.5745,0.4848,27.9921,52.157,40.4914,1400,-0.11
2005,9,Cerrado,41.4428,0.1187,32.223,32.5,36.5473,274850,41.3027,30.9751,258.7895,0.1197,36.3813,25.5554,32.5698,282125,-0.11
2005,9,Caatinga,59.3145,0.1377,32.5388,10.48,36.1275,29525,59.2614,31.8489,243.0132,0.1311,35.0442,12.5404,10.6062,29425,-0.11
2006,9,Mata Atlântica,154.0615,0.5133,95.6483,58.14,30.52,800,155.279,100.8844,199.5712,0.5055,27.9969,74.2696,59.6317,900,0.54
2006,9,Cerrado,66.4684,0.1841,45.0996,25.64,36.5925,209975,66.2888,43.4042,232.7207,0.1865,36.4722,30.0449,25.8242,215975,0.54
2006,9,Caatinga,70.9813,0.1644,37.9193,18.09,35.9725,15175,70.9427,36.9959,234.0989,0.158,34.7344,23.1535,17.897,15050,0.54
2007,9,Mata Atlântica,145.5809,0.4041,83.3698,50.09,29.545,5225,146.7638,87.825,195.323,0.4496,26.9655,69.9116,50.8092,4725,-1.05
2007,9,Cerrado,31.4346,0.0803,21.0068,2.36,38.2275,1139350,31.2288,20.154,263.5851,0.0765,38.1928,1.3138,2.3846,1153025,-1.05
2007,9,Caatinga,61.1247,0.1205,28.0513,15.51,35.7925,170300,60.9181,27.8501,234.6676,0.1187,34.4199,15.0058,15.2781,174200,-1.05
2008,9,Mata Atlântica,130.074,0.4132,81.7827,28.34,33.1325,7600,131.0409,83.8346,200.6878,0.4177,30.6104,39.0012,28.7788,7725,-0.25
2008,9,Cerrado,22.2526,0.0889,23.8105,21.42,38.5975,264975,22.0664,22.7247,255.813,0.0888,38.4535,24.8402,21.1753,268025,-0.25
2008,9,Caatinga,49.9948,0.1144,27.1531,13.76,36.775,33100,49.7134,26.4193,238.0878,0.111,36.2146,13.1407,13.8809,32825,-0.25
2009,9,Mata Atlântica,150.1514,0.4463,103.5662,26.89,31.28,2150,151.2,97.8927,210.91,0.4641,29.4192,42.6157,27.5376,1825,0.66
2009,9,Cerrado,64.5458,0.1664,43.9113,19.31,37.65,206550,64.2043,41.9166,249.9423,0.1677,37.6122,17.536,19.5353,209150,0.66
2009,9,Caatinga,56.9216,0.1274,31.2976,6.42,37.74,43600,56.6423,30.1549,242.5773,0.1243,37.1842,6.8803,6.4144,45100,0.66
2010,9,Mata Atlântica,144.3295,0.437,89.409,33.36,30.6575,4075,145.8736,90.2572,203.3149,0.4439,28.0891,52.5843,33.8754,4150,-1.43
2010,9,Cerrado,51.4466,0.1148,30.0164,11.53,38.5375,866250,51.3622,28.9355,249.3151,0.1161,38.5078,15.7264,11.5196,881775,-1.43
2010,9,Caatinga,61.5149,0.1318,30.8195,10.96,36.7975,49650,61.529,30.2099,236.9215,0.1275,35.384,12.8954,10.7721,51425,-1.43
2011,9,Mata Atlântica,136.7715,0.4302,81.3218,20.81,31.3125,13450,137.984,83.8167,194.7615,0.4304,28.9909,26.1626,21.2322,13675,-0.76
2011,9,Cerrado,57.5096,0.1376,34.1391,1.8,38.0325,876400,57.4335,32.9319,235.8576,0.1396,38.0292,1.3033,1.8351,882450,-0.76
2011,9,Caatinga,56.0459,0.1136,25.8595,6.21,36.075,96525,55.9878,25.4447,232.0072,0.1097,35.2838,6.394,6.181,99250,-0.76
2012,9,Mata Atlântica,141.9916,0.4306,89.9004,22.62,31.2325,4075,143.1592,88.679,202.4534,0.438,29.3375,31.5173,23.1812,3625,0.37
