ano,mes,bioma,psn_g_c_m2,ida,et_mm,precip_mm,lst_dia_c,area_queimada_ha
2020,8,Mata Atlântica,159.67608023561067,0.5903113,101.37795172151677,59.25,24.36200765000001,1550
2020,8,Cerrado,100.53955775443043,0.212295,48.18318341041349,0.97,33.71875000000004,48775
2020,8,Caatinga,94.5332501675773,0.2416744,45.77314638189934,18.03,30.275950000000023,4600
2001,9,Mata Atlântica,148.30897706727933,0.5063241,85.55757772437303,75.96,29.01797492500002,0
2001,9,Cerrado,3.5981981654782227,0.05957694,16.445170071047063,13.86,38.32200000000002,481900
2001,9,Caatinga,49.185804688328844,0.1203498,27.17051733360995,81.6,36.94420000000004,40975
2002,9,Mata Atlântica,153.37030021857208,0.4892215,100.79911921148086,111.77,27.576870325,1675
2002,9,Cerrado,25.821927700633164,0.09444591,24.620865761208425,45.84,37.13455000000002,688125
2002,9,Caatinga,56.04870771968403,0.1320066,31.672317245197473,43.18,36.034100000000024,52900
2003,9,Mata Atlântica,149.33024114196942,0.4809636,99.4373146430075,69.8455,31.43,9150
2003,9,Cerrado,29.11110337647244,0.09990491,26.156177018364083,10.4714,37.76,292925
2003,9,Caatinga,55.07210396333542,0.1245172,28.868129410061876,16.61,37.535000000000004,47450
2004,9,Mata Atlântica,154.09691127802736,0.4137947,87.07410634930534,28.34,30.955,2350
2004,9,Cerrado,34.47506971263463,0.1046339,27.95922451557446,3.9,37.58,421875
2004,9,Caatinga,58.77771791318374,0.1188038,27.822940101559578,6.51,36.005,41525
2005,9,Mata Atlântica,150.98526915730412,0.4991104,90.8352534966398,39.19,29.564999999999998,1625
2005,9,Cerrado,41.44279689914973,0.1186868,32.222988294688925,32.5,36.54730000000001,274850
2005,9,Caatinga,59.314529976870624,0.137713,32.53883773384636,10.48,36.1275,29525
2006,9,Mata Atlântica,154.0614982373565,0.5132694,95.64827234029283,58.14,30.519999999999996,800
2006,9,Cerrado,66.468370842968,0.1841356,45.09960572088105,25.64,36.592499999999994,209975
2006,9,Caatinga,70.9812798195471,0.1643708,37.9193048509542,18.09,35.972500000000004,15175
2007,9,Mata Atlântica,145.5809122992323,0.4041225,83.36981935976799,50.09,29.545,5225
2007,9,Cerrado,31.434593337059404,0.08031449,21.006769534371294,2.36,38.22750000000001,1139350
2007,9,Caatinga,61.1247487695419,0.1205433,28.05128700893226,15.51,35.7925,170300
2008,9,Mata Atlântica,130.07397368263813,0.4132429,81.78269358208722,28.34,33.1325,7600
2008,9,Cerrado,22.252611444148286,0.08889871,23.81050106136549,21.42,38.597500000000004,264975
2008,9,Caatinga,49.994838676620844,0.1144295,27.153099393479586,13.76,36.775,33100
2009,9,Mata Atlântica,150.1513707976917,0.446303,103.56619492656876,26.89,31.28,2150
2009,9,Cerrado,64.54575722296094,0.1664004,43.91134934663471,19.31,37.650000000000006,206550
2009,9,Caatinga,56.921609862219,0.1273931,31.297575308370963,6.42,37.74,43600
2010,9,Mata Atlântica,144.3295120484482,0.4369991,89.40898521629813,33.36,30.6575,4075
2010,9,Cerrado,51.44663856644478,0.1148123,30.01639204339088,11.53,38.5375,866250
2010,9,Caatinga,61.51485868050364,0.1318196,30.81950072038158,10.96,36.7975,49650
2011,9,Mata Atlântica,136.77150641260394,0.4302319,81.32182023720192,20.81,31.3125,13450
2011,9,Cerrado,57.50958501393241,0.1376315,34.13914541917884,1.8,38.0325,876400
2011,9,Caatinga,56.04587880424561,0.1135947,25.859499116183166,6.21,36.074999999999996,96525
2012,9,Mata Atlântica,141.99156319508424,0.4306226,89.90042587196554,22.62,31.2325,4075
2012,9,Cerrado,21.801718095184288,0.06285187,17.177058564775578,3.32,39.402499999999996,1291775
2012,9,Caatinga,47.38677845317722,0.09157614,21.663257162052385,3.84,38.050000000000004,114075
2013,9,Mata Atlântica,147.47291479544043,0.4732563,101.85416175338408,76.44,30.322499999999998,4025
2013,9,Cerrado,32.74471587366603,0.09670151,25.33172171239013,7.3,39.5425,145950
2013,9,Caatinga,47.93646524037094,0.1068291,25.414998893344325,12.47,38.16,47275
2014,9,Mata Atlântica,134.26921892286757,0.4218509,86.00670421876372,36.28,31.2025,13400
2014,9,Cerrado,52.939661869182636,0.1042052,28.447741067176768,6.41,39.120000000000005,256650
2014,9,Caatinga,58.07979228855121,0.1135989,27.204053495795613,13.52,37.4675,296550
2015,9,Mata Atlântica,142.5294713793941,0.4249291,102.29616442361105,17.49,33.4625,13400
2015,9,Cerrado,23.842303276588105,0.07654196,21.07815201336594,2.43,41.6225,529975
2015,9,Caatinga,44.726482395945354,0.100537,25.062162869561178,4.48,39.150000000000006,296550
2016,9,Mata Atlântica,133.18771813839814,0.4468236,87.45688129184411,55.63,33.269999999999996,900
2016,9,Cerrado,29.66998206240025,0.1074544,26.539310879198045,25.89,39.15,138075
2016,9,Caatinga,49.52848295534005,0.120664,27.818004051505625,18.96,37.7975,43350
2017,9,Mata Atlântica,145.04057480214794,0.4771018,90.57761784569206,74.5,29.142500000000002,10625
2017,9,Cerrado,42.451199841810144,0.08479963,22.619126976440107,4.4,39.222500000000004,109250
2017,9,Caatinga,62.05989387173465,0.1219074,26.84208602483854,36.63,37.4125,33275
2018,9,Mata Atlântica,135.6917867785098,0.4161948,91.18991765175953,24.68,32.95,10625
2018,9,Cerrado,31.30041968737326,0.09462337,25.67149083512918,4.0,39.645,111525
2018,9,Caatinga,40.759782535311786,0.08736483,21.408456417366594,4.42,38.207499999999996,33275
2019,9,Mata Atlântica,152.2698813851379,0.486519,102.0928090982624,56.61,30.814999999999998,1525
2019,9,Cerrado,44.54095220608264,0.1099896,29.219999878931695,12.67,39.405,202575
2019,9,Caatinga,55.23448674331017,0.1221587,29.533033641729425,17.95,38.0175,13875
2020,9,Mata Atlântica,162.20915921067342,0.4554226,106.04549715922934,24.51,28.24330030000003,2375
2020,9,Cerrado,56.37210753681849,0.128897,34.590296778775915,3.85,38.95595000000003,120675
2020,9,Caatinga,66.43001598615015,0.14483,35.56428505520312,11.18,35.116800000000026,40075
2001,10,Mata Atlântica,146.87055483383512,0.5784685,93.25098944963874,147.94,29.30450447500003,0
2001,10,Cerrado,56.236278212935275,0.2035734,47.73887753310721,132.77,35.44205000000002,174100
2001,10,Caatinga,61.15106502512466,0.1871242,43.074522853057374,61.85,38.14510000000001,61575
2002,10,Mata Atlântica,136.1164266357248,0.445809,99.64945338096881,27.87,31.357476200000022,14850
2002,10,Cerrado,14.149973164166695,0.1219327,31.193027460365183,40.93,39.648850000000024,358525
2002,10,Caatinga,43.598279250214595,0.1394204,34.39870438932368,11.43,38.82370000000002,40725
2003,10,Mata Atlântica,137.14280361510572,0.4487561,99.7415593376265,56.2465,33.4675,23500
2003,10,Cerrado,43.44495345092675,0.1448535,36.658315492537135,34.6698,38.41,155850
2003,10,Caatinga,48.53926245274819,0.1219726,29.61387669316222,13.24,39.74065,42400
2004,10,Mata Atlântica,51.30455932713214,0.3969656,93.59398301186596,55.56,33.167500000000004,6000
2004,10,Cerrado,55.52937555235409,0.1780836,46.339203005728564,82.79,38.6825,230750
2004,10,Caatinga,51.30455932713214,0.1233398,31.629926483891587,29.32,38.445,53775
2005,10,Mata Atlântica,139.31129286866621,0.3908772,100.90367108197029,14.9,34.182500000000005,26250
2005,10,Cerrado,29.606937970888165,0.1271613,35.4898328648653,23.4,39.95645000000003,611200
2005,10,Caatinga,43.9977710317922,0.1043033,27.55532035895642,9.22,39.1975,161825
2006,10,Mata Atlântica,139.86480341079715,0.5785681,105.08695796235948,138.22,30.7925,125
2006,10,Cerrado,88.42575044339567,0.359513,73.09815754215195,182.22,34.685,32550
2006,10,Caatinga,73.34609668721596,0.2413477,54.55125308476686,101.96,37.14,20275
2007,10,Mata Atlântica,131.4556035704029,0.4092913,91.39741065442128,44.52,33.9925,60300
2007,10,Cerrado,3.2344607723458303,0.06147696,15.466396482562129,32.8,41.4375,597500
2007,10,Caatinga,34.87730742916389,0.09054225,21.687614849588126,11.3,39.565,177825
2008,10,Mata Atlântica,129.28884200909368,0.3575343,91.87094689941216,14.5,35.0925,17150
2008,10,Cerrado,9.44923356611186,0.06915755,20.089473312509586,8.94,41.3125,482075
2008,10,Caatinga,37.32866712680123,0.0864417,22.50861359095424,5.55,39.85,193625
2009,10,Mata Atlântica,123.84246735874731,0.5407256,104.03880775340356,172.55,32.35,1150
2009,10,Cerrado,81.03625876954926,0.501413,79.46356247528189,233.78,32.975,42775
2009,10,Caatinga,80.60156690700128,0.3317891,67.44087455349309,168.21,34.752500000000005,11550
2010,10,Mata Atlântica,130.24394551503212,0.4512044,97.91342441990781,68.21,33.912499999999994,2500
2010,10,Cerrado,61.22665337656651,0.2871096,60.56361251684868,133.49,37.6425,410050
2010,10,Caatinga,60.55407393654728,0.1859747,44.769809468268534,67.94,37.3975,133975
2011,10,Mata Atlântica,130.0653811904661,0.5418777,87.6522080048337,93.22,33.035000000000004,275
2011,10,Cerrado,88.4843989289901,0.3981059,79.7678906672478,145.6,36.2325,109250
2011,10,Caatinga,74.15189482897472,0.248493,52.71869819901589,63.91,36.63,24225
2012,10,Mata Atlântica,119.91721226162345,0.4161668,90.12934715874206,54.14,35.06,7650
2012,10,Cerrado,28.97388152306162,0.1220536,30.722464829656893,27.03,43.025,369975
2012,10,Caatinga,34.46194404124089,0.1027683,24.281490806917837,13.99,41.836666666666666,109400
2013,10,Mata Atlântica,142.82787025222524,0.480497,103.50587449933245,97.06,30.947499999999998,3250
2013,10,Cerrado,64.90540670329514,0.2094009,49.73230970079985,73.84,38.4975,117200
2013,10,Caatinga,52.35266857793187,0.1303688,31.65343578894297,39.92,38.69,27900
2014,10,Mata Atlântica,131.9058925797287,0.4196897,86.88159804313294,93.47,33.695,12250
2014,10,Cerrado,49.863548940995585,0.1550057,39.32566123473531,65.16,40.87,456450
2014,10,Caatinga,47.418497880569234,0.110658,27.004306307816726,33.71,39.86,31350
2015,10,Mata Atlântica,124.41545134940307,0.3600264,94.7002637092766,23.22,36.2425,20275
2015,10,Cerrado,27.653532738641708,0.1013215,27.91935882224751,36.0,43.46,538675
2015,10,Caatinga,35.26377075426659,0.08496398,22.63357490792444,12.76,41.495000000000005,142075
2016,10,Mata Atlântica,143.8055868872176,0.4426645,103.31982731232885,111.07,31.7025,625
2016,10,Cerrado,49.22742313970545,0.1514708,41.190384149737284,22.27,39.995,50450
2016,10,Caatinga,57.130049381049055,0.1371797,35.3245900700118,39.18,38.775,23950
2017,10,Mata Atlântica,131.05762997714052,0.4381049,96.73019617397406,19.0,32.8725,1550
2017,10,Cerrado,19.86196159456989,0.1131108,28.08346045505541,23.47,41.727500000000006,299000
2017,10,Caatinga,42.63941966417028,0.1137074,27.54213499510599,9.95,39.935,76225
2018,10,Mata Atlântica,103.2792325691663,0.4395464,86.23471606911406,61.27,35.4025,10525
2018,10,Cerrado,53.871401332103865,0.2903229,58.59735950023003,102.44,38.1725,116900
2018,10,Caatinga,40.985137883559105,0.14025,32.506007662761306,41.97,40.144999999999996,28375
2019,10,Mata Atlântica,132.7383430155236,0.4121902,105.58659682496369,46.38,34.4225,9275
2019,10,Cerrado,43.91854695353375,0.144489,38.93703943598312,46.38,41.235,136550
2019,10,Caatinga,41.31170858911977,0.1084514,28.342882997848807,25.73,40.12,38025
2020,10,Mata Atlântica,112.92582523485896,0.5371328,103.44664106887042,124.2,29.94766047500002,8125
2020,10,Cerrado,58.96164662726717,0.3036803,61.31067802287384,92.51,38.297550000000015,435650
2020,10,Caatinga,49.227299847613175,0.2033971,46.63728223458809,61.09,37.26995000000004,126825
2001,11,Mata Atlântica,140.9388337425938,0.5417162,101.52544248951884,61.94,30.82912090000002,0
2001,11,Cerrado,71.91369374059232,0.3074417,69.71188691390209,190.88,33.60130000000002,16575
2001,11,Caatinga,62.23926644194323,0.2371332,56.52020001966062,57.6,37.08740000000003,5350
2002,11,Mata Atlântica,140.07820639834085,0.4362291,106.28690706599384,69.14,31.994744025000003,10700
2002,11,Cerrado,48.909272688385535,0.1768638,49.294529315740725,100.88,39.145300000000034,40500
2002,11,Caatinga,63.227759191477865,0.1766276,47.267287745222504,52.49,37.99195000000003,14200
2003,11,Mata Atlântica,130.7577850249507,0.3870258,98.94057778366832,73.0,35.2295,4650
2003,11,Cerrado,69.21801249379547,0.2712143,69.40775928343561,143.6092,36.07,26325
2003,11,Caatinga,60.18735046846433,0.1958636,52.56687324351382,84.48,36.987500000000004,5625
2004,11,Mata Atlântica,141.31013409197357,0.4922074,112.71459447554302,165.42,33.230000000000004,5225
2004,11,Cerrado,71.07072250941272,0.2893913,69.06946429183978,135.48,36.322500000000005,40750
2004,11,Caatinga,70.23171491968613,0.2341587,58.581943623578226,120.27,36.92,26775
2005,11,Mata Atlântica,122.80565857720264,0.5494908,104.43825799510392,174.15,31.955,4375
2005,11,Cerrado,84.79617357336271,0.4421463,83.09776931194725,207.55,34.51675000000003,58875
2005,11,Caatinga,77.79542313142997,0.2962525,65.54339325991774,98.52,36.0775,24275
2006,11,Mata Atlântica,155.22176946665817,0.5837833,130.75501457907785,185.45,28.635,250
2006,11,Cerrado,126.5548158117218,0.4342414,104.47871598989482,166.49,33.445,7025
2006,11,Caatinga,112.44565339129817,0.4081878,100.71801690802027,120.7,32.4,18525
2007,11,Mata Atlântica,117.67989537817475,0.3693044,92.7572979199476,107.35,33.730000000000004,32625
2007,11,Cerrado,42.70772406362299,0.1753798,44.80707220513814,106.27,40.080000000000005,186575
2007,11,Caatinga,51.2242592386079,0.1547676,41.04247421971635,82.88,38.612500000000004,161825
2008,11,Mata Atlântica,95.97049521896761,0.5598,87.8093146274149,136.04,36.2675,24975
2008,11,Cerrado,72.43547609295268,0.472113,70.52487449252202,211.36,35.0475,125250
2008,11,Caatinga,53.14937016821033,0.2458283,45.94881738470715,69.84,38.9525,230375
2009,11,Mata Atlântica,154.3780358196067,0.4537913,118.08804537436777,34.16,32.5475,7075
2009,11,Cerrado,136.6081372942674,0.4490949,111.90811137477098,115.54,33.47,9525
2009,11,Caatinga,106.82450936955412,0.3190078,84.34958613490103,20.29,34.4125,5200
2010,11,Mata Atlântica,127.52804449310169,0.5124992,106.33154980363112,153.84,31.11,925
2010,11,Cerrado,97.62966604587909,0.4850931,94.58665201740156,199.12,34.43,41900
2010,11,Caatinga,78.67374455675204,0.3004287,68.58839844911404,66.9,35.442499999999995,9175
2011,11,Mata Atlântica,147.76139041906472,0.584664,106.08476645259373,165.21,30.287499999999998,225
2011,11,Cerrado,118.954031520943,0.5654022,108.02186937536825,216.58,32.29,22200
2011,11,Caatinga,108.56099186466506,0.3871556,86.06775838600753,91.69,33.254999999999995,2350
2012,11,Mata Atlântica,133.79420494890348,0.5126261,103.88113416428718,195.41,32.045,850
2012,11,Cerrado,85.73481831370421,0.5567664,82.49576987336255,331.54,34.942499999999995,26075
2012,11,Caatinga,83.3725717568369,0.325499,65.70877605088566,158.31,34.92666666666667,8775
2013,11,Mata Atlântica,140.90870549051508,0.4861509,115.93294280451794,138.52,32.43,325
2013,11,Cerrado,91.17300603098826,0.3497511,80.48669842691913,184.23,35.8575,7775
2013,11,Caatinga,60.812523509044354,0.2063651,48.59023736708824,92.14,37.05,3400
2014,11,Mata Atlântica,139.95864419781736,0.5426661,107.21220157290013,145.76,32.9425,1325
2014,11,Cerrado,97.08129122470022,0.4612802,88.00918525065175,218.17,35.115,45825
2014,11,Caatinga,96.91732562317051,0.3399281,73.19008466669763,140.96,34.65,2325
2015,11,Mata Atlântica,89.40405437703103,0.3773862,93.14065683685304,34.93,37.2975,23875
2015,11,Cerrado,62.204350826360404,0.3074141,66.14946205315707,136.83,39.4775,96700
2015,11,Caatinga,35.16916149869555,0.1330489,32.64839842499076,47.32,41.1175,44050
2016,11,Mata Atlântica,121.89788096881011,0.5224051,108.91702026059076,150.81,33.540000000000006,625
2016,11,Cerrado,95.0034367956869,0.4492594,89.05946814692851,154.85,35.885,50725
2016,11,Caatinga,80.18200274151626,0.3028962,67.1871686440724,93.28,36.96,23950
2017,11,Mata Atlântica,121.32563249052662,0.5034843,107.52462767875416,111.86,32.2825,650
2017,11,Cerrado,92.61142215505431,0.4200506,79.48157643042204,150.63,35.655,16800
2017,11,Caatinga,73.69335640434592,0.2543241,57.58497451073456,82.51,37.255,4475
2018,11,Mata Atlântica,120.45058671374768,0.5598996,98.58730784598443,148.58,28.945,475
2018,11,Cerrado,110.41824268018813,0.5220394,100.04764542321445,204.89,31.865,17775
2018,11,Caatinga,78.26764365834487,0.3150862,64.69897415732844,66.62,34.075,2025
2019,11,Mata Atlântica,117.96883516890186,0.4348243,109.07422061532165,65.18,35.324999999999996,17675
2019,11,Cerrado,73.27818997713914,0.3357637,73.47733157380726,124.19,37.332499999999996,57750
2019,11,Caatinga,47.82892160999581,0.150072,38.20224443038593,44.38,40.22,24575
2020,11,Mata Atlântica,157.8881830377278,0.5595945,126.62557063919776,150.66,28.56914487500002,0
2020,11,Cerrado,119.4072583720569,0.447779,104.29474159987731,187.14,33.38625000000005,28075
2020,11,Caatinga,115.32220790916588,0.4204587,105.03171246974789,148.1,30.651800000000023,250
2001,12,Mata Atlântica,132.31668549136313,0.5690268,89.33480274352273,144.23,29.294871450000016,0
2001,12,Cerrado,86.26025431491952,0.321419,69.40233722837766,199.25,32.85135000000004,0
2001,12,Caatinga,71.23131401724487,0.2803779,57.98776066151349,124.04,34.47030000000002,0
2002,12,Mata Atlântica,97.52040160209089,0.4374793,91.18629096231847,152.7,32.58063907500002,33700
2002,12,Cerrado,62.908636497540385,0.3378886,64.25777250008575,264.13,32.60100000000003,9900
2002,12,Caatinga,59.40098617902646,0.2484169,52.94365290684666,138.35,35.67790000000005,6100
2003,12,Mata Atlântica,103.0807423726396,0.3707214,83.96919585081004,49.8188,33.605,29075
2003,12,Cerrado,72.36862951618826,0.3097825,70.07002322498371,128.5146,33.8975,15100
2003,12,Caatinga,44.17994841256206,0.1786811,42.18598942188235,30.92,36.53,12925
2004,12,Mata Atlântica,144.32582383587467,0.4893854,116.08799935290723,56.99,32.18,4825
2004,12,Cerrado,93.90687986021155,0.38165,85.07781741651819,114.36,32.445,27625
2004,12,Caatinga,83.08843512892956,0.3144697,76.90554886800874,31.33,33.6125,7950
2005,12,Mata Atlântica,136.60989836610943,0.5585988,107.36855713907036,138.59,31.0,900
2005,12,Cerrado,97.88823278975637,0.5473768,92.44153962876346,290.9,30.112150000000035,8050
2005,12,Caatinga,109.8049917145339,0.4416522,92.22997533380777,101.73,32.2275,500
2006,12,Mata Atlântica,137.39484602648687,0.564814,121.50583533438324,109.93,30.265,1775
2006,12,Cerrado,108.3522490602433,0.4168921,92.78605555421036,177.39,31.855000000000004,36225
2006,12,Caatinga,91.47650863173226,0.3571404,83.5029675276272,59.81,33.2975,8700
2007,12,Mata Atlântica,144.20706544260932,0.4775044,105.1970639140536,108.86,31.33,1750
2007,12,Cerrado,100.37675093370352,0.3293461,74.55943787985181,148.66,35.4425,22375
2007,12,Caatinga,98.96437057509787,0.3091435,72.79058937476593,89.95,33.230000000000004,7550
2008,12,Mata Atlântica,135.76866240957864,0.5875154,101.6094902390345,142.44,31.185000000000002,25
2008,12,Cerrado,104.79682349119362,0.5499361,94.75928735159044,219.66,31.7125,2775
2008,12,Caatinga,94.48976289004693,0.3841464,76.73770835758229,127.74,32.2975,625
2009,12,Mata Atlântica,111.0887753410611,0.4346103,93.19076686189858,49.26,33.23,8075
2009,12,Cerrado,116.44265920376428,0.5318531,103.39362171804,218.01,31.7675,8000
2009,12,Caatinga,80.59112172433312,0.3452461,72.56398236829139,84.95,34.0725,425
2010,12,Mata Atlântica,121.23010338805987,0.5252545,105.61376394803777,121.55,31.269999999999996,800
2010,12,Cerrado,109.21337087652111,0.541073,98.39680904299539,206.54,32.3775,28475
2010,12,Caatinga,105.38103139602732,0.4473171,92.06709722708875,155.03,32.34,2450
2011,12,Mata Atlântica,138.78758957792846,0.554829,105.67198210753024,142.22,30.675,350
2011,12,Cerrado,125.35412433641979,0.5499529,108.30521340306868,235.44,31.7875,1775
2011,12,Caatinga,105.74115644003143,0.3735309,82.57180259433864,83.98,33.68000000000001,4950
2012,12,Mata Atlântica,132.9830955510753,0.4155039,105.89709705397952,7.1,33.2625,5975
2012,12,Cerrado,113.2944389405315,0.3659894,86.29639640184992,56.38,36.2325,21650
2012,12,Caatinga,89.95533390076531,0.2674482,66.17411463022925,16.43,36.29666666666667,29650
2013,12,Mata Atlântica,100.81882861559455,0.6086524,100.67525147885745,209.16,31.747500000000002,75
2013,12,Cerrado,93.25215281462934,0.6238664,91.73190533265534,331.66,32.3625,1675
2013,12,Caatinga,75.8735749902347,0.4414492,74.13853875616728,217.16,34.0675,200
2014,12,Mata Atlântica,142.21414145892038,0.521178,107.63343572451834,148.52,30.875,1500
2014,12,Cerrado,114.0494607622572,0.5225139,94.61579457129713,202.25,33.5475,36450
2014,12,Caatinga,110.78550112843412,0.3959577,82.01476296762232,120.86,32.295,10000
2015,12,Mata Atlântica,94.93554918642617,0.3414728,81.12554120822897,18.35,36.595,65850
2015,12,Cerrado,68.45252104994482,0.2414261,57.19909400550458,40.62,37.61,66400
2015,12,Caatinga,39.21650967849272,0.1362152,33.20983542492261,11.29,38.955,37200
2016,12,Mata Atlântica,125.18066639425469,0.4934054,108.87967158157349,73.2,32.177499999999995,950
2016,12,Cerrado,119.00265492618142,0.4467874,93.97443703237366,110.93,33.1075,9300
2016,12,Caatinga,92.36970883747173,0.2972249,68.19444133187066,47.09,34.0875,3500
2017,12,Mata Atlântica,120.53784322946983,0.5373765,104.77348542582324,141.9,30.8075,25
2017,12,Cerrado,108.68457305889547,0.4941333,91.87198560094272,156.77,33.4925,12400
2017,12,Caatinga,82.22686559336827,0.3016286,64.6049025147921,83.01,34.77,1550
2018,12,Mata Atlântica,125.09242900262518,0.5480516,113.52479140069973,165.84,30.275,325
2018,12,Cerrado,117.191245482812,0.5131729,102.32843269005706,166.63,31.220000000000002,23300
2018,12,Caatinga,106.01897619920238,0.3993594,85.73040534957957,137.19,32.2625,325
2019,12,Mata Atlântica,120.87885556125222,0.4240483,100.88404529640495,62.39,31.9325,2325
2019,12,Cerrado,82.27558125692333,0.3148316,71.47748533055683,77.59,35.245,39400
2019,12,Caatinga,45.76957007383046,0.1487951,35.89168995066185,34.49,37.5075,2800
2020,12,Mata Atlântica,159.3101040433906,0.5018183,128.27447477415143,22.49,29.30288470000002,275
2020,12,Cerrado,118.40761510632416,0.4142082,101.62366663438179,102.44,34.23085000000003,10475
2020,12,Caatinga,91.9000467166907,0.3455214,90.4472118006283,13.06,32.28735000000002,4600
